RUT;Despacho;Lubricantes;Neumaticos;Repuestos;Servicios
16708905;0;0;0;1;0
16708934;0;0;0;0;1
16708948;0;0;0,33;0;0,67
16708983;0;0;0;1;0
16709185;0;1;0;0;0
16709201;0;0;0;1;0
16710237;0;0;0;1;0
16710312;0;0;0;1;0
16710328;0;0;0;0;1
16710583;0;1;0;0;0
16710827;0;0,11;0;0,81;0,08
16711752;0;0,25;0,08;0,67;0
16712254;0;0;1;0;0
16712656;0;0;0;0;1
16712790;0;0;1;0;0
16713261;0;0;0;0;1
16713934;0,5;0;0;0,5;0
16714168;0;0;0;0;1
16714723;0;0,24;0;0,48;0,29
16715266;0;0,5;0;0,5;0
16715492;0;0;0;1;0
16715743;0;0;1;0;0
16715752;0;0;1;0;0
16716274;0,5;0;0,5;0;0
16716815;0;0,1;0;0,9;0
16717524;0;0;0;0;1
16717682;0;0;0;1;0
16718397;0;0,11;0;0,89;0
16718732;0;0;0;1;0
16720726;0;0;1;0;0
16720789;0;0,26;0,26;0,49;0
16720920;0;0;0;0;1
16720944;0;0;0;0;1
16721007;0;0;0;1;0
16721011;0;1;0;0;0
16721536;0;1;0;0;0
16721548;0;0;1;0;0
16721553;0;0;0;1;0
16721593;0;1;0;0;0
16721615;0;0;1;0;0
16721702;0;0;0,25;0;0,75
16721825;0;0;1;0;0
16721841;0;1;0;0;0
16721845;0;0;0,25;0;0,75
16721851;0;0;1;0;0
16721861;0;0;0,5;0;0,5
16721862;0;0;0;1;0
16721866;0;0,1;0,19;0,38;0,33
16721934;0;0;0,33;0;0,67
16722012;0;0;0;0;1
16722298;0;0;0,43;0,07;0,5
16722302;0;0;0;0;1
16722329;0;0;1;0;0
16722333;0;0;1;0;0
16722409;0;0;0,67;0;0,33
16722422;0;0;0;1;0
16722444;0;0;0,25;0;0,75
16722554;0;0;0;1;0
16722660;0;0;0;0;1
16722737;0;0;1;0;0
16722773;0;0;0;1;0
16722790;0;0;0;1;0
16722834;0;0,67;0;0,33;0
16723045;0;0;0,33;0,67;0
16723180;0;0;0;0;1
16723229;0;0;0,33;0;0,67
16723233;0;0;0,5;0,5;0
16723289;0;0;1;0;0
16723687;0;1;0;0;0
16724719;0;0;0;0;1
16724920;0;0;0;0;1
16725674;0;0;0;1;0
16725985;0;0;1;0;0
16726278;0;0;1;0;0
16726417;0;1;0;0;0
16726523;0;0,33;0;0,67;0
16726826;0;0;0;1;0
16726904;0;0;1;0;0
16726997;0;0;1;0;0
16727289;0;0;0;1;0
16727361;0;0;0;1;0
16727384;0;0;0,33;0;0,67
16727776;0;0;0;1;0
16727977;0;0,17;0;0,83;0
16728307;0;0;0;1;0
16728993;0;0,14;0;0,86;0
16730050;0;0;0;0;1
16730316;0;0;0;1;0
16730758;0;0;0,18;0,82;0
16730940;0;1;0;0;0
16730975;0;0;1;0;0
16731279;0;0;0;1;0
16731549;0;0;1;0;0
16731634;0;0,29;0,29;0,43;0
16731665;0;0;1;0;0
16731779;0;0;0,33;0,67;0
16732020;0;0;0;1;0
16732054;0;0;0;1;0
16733019;0;0;0;1;0
16733847;0;0,47;0,07;0,07;0,4
16733906;0;0;0;1;0
16734026;0;0;1;0;0
16734109;0;0;0;1;0
16734202;0;0;0;1;0
16734384;0;0;0;0;1
16734665;0;0;0;0;1
16734724;0;0;1;0;0
16734864;0;0;0;0;1
16734928;0;0;0;0;1
16735014;0;0;1;0;0
16735026;0;0;0,67;0,33;0
16735196;0;0;0,25;0;0,75
16735258;0;0;1;0;0
16735297;0;0,05;0,32;0,32;0,32
16735371;0;0;0,25;0;0,75
16735374;0;0,4;0;0,6;0
16735443;0;0;1;0;0
16735453;0;0;0;0;1
16735678;0;0;1;0;0
16735906;0;0;0,11;0,11;0,79
16736046;0;0,34;0,63;0,03;0
16736106;0;0;0;0;1
16736221;0;0;1;0;0
16736257;0;0;0;0;1
16736330;0;0;0,25;0;0,75
16736554;0;0;0;1;0
16736637;0;0;0;0;1
16736935;0;0;0,2;0,4;0,4
16737074;0;0;0,25;0,25;0,5
16737099;0;0;0;1;0
16737190;0;0;0,25;0,75;0
16737414;0;0;0;0;1
16737819;0;0;0,25;0;0,75
16737836;0;0,33;0,17;0;0,5
16738089;0;0;0;1;0
16738493;0;0;0;1;0
16739200;0;0,25;0,15;0,5;0,1
16739771;0,5;0;0;0,5;0
16742589;0;0;0,25;0;0,75
16743891;0;0;0;0;1
16744475;0;0;0;0;1
16745486;0;0;0;1;0
16745652;0;0;0,33;0;0,67
16746129;0;0;0,25;0;0,75
16746865;0;0,14;0;0,29;0,57
16749236;0;0;0;0;1
16749430;0;0;0;1;0
16749497;0;0;0,4;0;0,6
16749546;0;0;0;0;1
16750238;0;0,17;0;0,67;0,17
16750592;0;0;0;0;1
16751348;0;1;0;0;0
16752490;0;0,06;0;0,94;0
16752548;0;0;0;1;0
16752777;0;0;0;1;0
16753033;0;0,76;0,03;0,21;0
16753596;0;0;0;1;0
16753938;0;0;0;0;1
16753947;0;0;1;0;0
16754194;0;0,06;0,06;0,89;0
16754706;0;0;0;1;0
16754744;0;0;0,5;0,5;0
16755405;0;0,11;0,03;0,86;0
16755795;0;0;0,05;0,95;0
16755886;0;0;0;1;0
16756362;0;0,14;0;0,86;0
16756412;0;1;0;0;0
16756542;0;0;0,11;0,89;0
16756764;0;0;0,33;0;0,67
16756888;0;0;0;0;1
16757422;0;0;0,33;0,33;0,33
16757619;0;0,1;0;0,9;0
16758280;0,5;0;0,5;0;0
16758301;0;0,11;0;0,89;0
16758440;0;0;0;1;0
16758485;0;0;0,17;0;0,83
16758966;0;0;0;1;0
16759265;0;0;0,8;0,2;0
16759872;0;0;0;1;0
16759878;0;1;0;0;0
16760047;0;0;0;0;1
16760233;0;0;0;1;0
16760280;0;0;0;1;0
16760479;0;1;0;0;0
16760793;0;0;0;0;1
16760929;0;0;0;0;1
16761262;0;0;0,17;0;0,83
16761525;0;0;0,25;0;0,75
16761681;0;0;0;0;1
16762256;0;0;0,09;0;0,91
16762301;0;0;0;1;0
16763551;0;0;0;0,64;0,36
16763804;0;0;0;0;1
16764078;0;0;0,5;0;0,5
16764247;0;0,23;0;0,77;0
16764599;0;0;0,5;0,5;0
16764627;0;0;0;0;1
16764630;0;0;0;0;1
16764759;0;0;0;0;1
16764908;0;0;0,33;0;0,67
16764933;0;0;0;0;1
16765310;0;0,21;0,14;0,29;0,36
16765494;0;0;0;0;1
16765533;0;0;0;0;1
16765542;0;0;0;1;0
16765757;0;0,5;0;0,5;0
16766033;0;0;0,4;0;0,6
16766318;0;0;0;0;1
16766386;0;0;0;0,89;0,11
16766488;0;0;0,5;0;0,5
16766745;0;0,2;0;0,8;0
16766918;0;0;0,19;0,23;0,58
16767402;0;1;0;0;0
16767429;0,5;0;0;0,5;0
16767562;0;0,2;0;0,8;0
16767770;0;0;0,2;0;0,8
16767874;0;0,19;0,27;0,54;0
16768523;0;0;0,5;0;0,5
16768592;0,5;0;0,5;0;0
16768636;0;0;0;0;1
16768721;0;0;0;1;0
16768879;0;0;0;0;1
16768944;0;1;0;0;0
16768974;0;0;0,17;0;0,83
16769060;0;0;0;0;1
16769615;0;0;0;0;1
16769685;0;0;0;1;0
16770577;0;0;1;0;0
16770748;0;0;1;0;0
16772632;0;0;1;0;0
16773650;0;1;0;0;0
16773706;0;1;0;0;0
16773836;0;0,09;0,24;0,67;0
16773976;0;0,08;0,12;0,81;0
16774050;0;0;1;0;0
16774087;0;0;0;1;0
16774148;0;0;0;0;1
16774269;0;0;0;1;0
16774512;0;0;0;1;0
16774550;0;0;0;1;0
16774616;0,5;0;0,5;0;0
16776418;0;0;0;1;0
16776549;0;0;1;0;0
16777262;0;0,19;0,12;0,69;0
16777363;0;0,18;0;0,82;0
16778027;0;0;0;1;0
16778097;0;0,67;0;0,33;0
16778179;0;0;1;0;0
16778468;0;0;0;1;0
16778907;0;0;0,25;0;0,75
16779123;0;0;0;1;0
16779479;0;1;0;0;0
16779506;0;0;1;0;0
16779548;0;0;1;0;0
16779707;0;0;0;0;1
16780186;0;1;0;0;0
16780534;0;0;0;1;0
16780595;0;0;0;0,25;0,75
16780621;0;0;0;0;1
16780912;0;0;0;1;0
16780977;0;0;0;0,56;0,44
16781119;0;0,33;0;0;0,67
16781120;0;0;0;1;0
16781563;0;0;0,17;0,67;0,17
16781577;0;0;0;1;0
16781602;0;0;0;1;0
16781761;0;0;0,33;0;0,67
16781860;0;0;0,5;0;0,5
16781905;0;0;0;0,33;0,67
16782241;0;0;0;1;0
16782258;0;0;0;0;1
16782330;0;0;0;0;1
16782562;0;0;0,14;0,43;0,43
16782609;0;0;0;0;1
16782965;0;0,5;0;0;0,5
16783019;0;0;0;1;0
16783023;0;0,07;0,03;0,9;0
16783177;0;0;0;1;0
16783266;0;0;0,25;0;0,75
16783654;0;0;0;1;0
16783694;0;0;1;0;0
16783709;0;0;0;1;0
16783769;0;0;0;0;1
16783923;0;0;0;0;1
16784086;0;0;0;0;1
16784134;0;0;1;0;0
16784179;0;0;1;0;0
16784469;0;0;1;0;0
16784520;0;1;0;0;0
16784539;0;0;1;0;0
16784558;0;0;0;1;0
16784709;0;0;0;1;0
16784809;0;0;0,25;0;0,75
16785238;0;0,14;0;0,86;0
16785365;0;0;0;1;0
16785376;0;0;0;0;1
16785858;0;0;0;1;0
16786156;0;0;0;0;1
16787013;0;0;0;0;1
16787033;0;1;0;0;0
16787720;0;0;0;0;1
16787851;0;0;0;0;1
16788517;0;1;0;0;0
16789195;0;0,41;0,05;0,55;0
16789440;0;0;0;1;0
16791530;0;0,33;0;0,67;0
16792188;0;0;0;0;1
16792207;0;0;0;0;1
16792274;0;0;0;0;1
16792328;0;0;0;1;0
16792905;0;0;0;1;0
16793032;0;0,17;0,33;0,5;0
16793113;0;0;0,33;0,67;0
16793453;0;0;0;1;0
16793802;0;0;0,33;0;0,67
16793848;0;0;0;0;1
16793906;0;0;0;1;0
16794143;0;0;0;0;1
16794220;0;0;0;0;1
16794429;0;0;0,12;0,25;0,62
16794443;0;0;0;0;1
16794591;0;0;0;0;1
16794601;0;1;0;0;0
16794790;0;1;0;0;0
16794852;0;0;0;0;1
16795007;0;0;0,33;0;0,67
16795035;0;0;0;0;1
16795130;0;0;0;1;0
16795262;0;0;0;0;1
16796053;0;0;0,08;0;0,92
16796495;0;0;1;0;0
16796968;0;1;0;0;0
16798393;0;1;0;0;0
16798554;0;0;0;1;0
16798888;0;0;0;1;0
16799232;0;0;0;1;0
16799588;0;0;0;1;0
16801280;0;0;1;0;0
16803534;0;0;1;0;0
16803912;0;0;0,25;0,75;0
16805048;0;0;0;0;1
16805185;0;0;0;0;1
16805309;0;0;0,25;0;0,75
16805314;0;0;0,33;0;0,67
16805378;0;0;1;0;0
16805404;0;1;0;0;0
16805679;0;0;1;0;0
16805794;0;0,22;0,08;0,58;0,12
16805850;0;0;0,2;0;0,8
16805854;0;0;0,67;0;0,33
16806047;0;0;0;0;1
16806130;0;0;0;0;1
16806144;0;0;0;1;0
16806386;0;0;0;0;1
16806488;0;0,29;0;0,71;0
16806669;0;0;0;1;0
16806864;0;0;0;0;1
16807436;0;0;0;1;0
16807585;0;0;0;0;1
16808118;0;0;0;1;0
16808200;0;0;0;0;1
16808248;0;0;0;0,14;0,86
16808459;0;0;0;1;0
16808480;0;0;1;0;0
16808628;0;0;0;1;0
16808684;0;0;1;0;0
16808989;0;0;0,67;0;0,33
16810163;0,2;0;0;0,8;0
16811457;0,5;0;0,5;0;0
16811561;0;0;0;0;1
16812425;0;0,08;0;0,92;0
16812734;0;0,05;0,05;0,9;0
16812861;0;0;1;0;0
16814522;0;0;0,5;0,5;0
16814811;0;0;0,75;0;0,25
16814909;0;0;0;1;0
16814939;0;0;0,33;0;0,67
16815428;0;0;0;0;1
16815469;0;0;0,33;0;0,67
16815517;0;1;0;0;0
16816018;0;1;0;0;0
16816232;0;0;1;0;0
16816292;0;0;0;1;0
16816302;0;0;0,33;0;0,67
16816309;0;0,44;0;0,33;0,22
16816573;0;0,4;0;0,6;0
16816641;0;0;0;1;0
16816676;0;0;0;0;1
16816758;0;0;0;0;1
16817011;0;0,04;0;0,96;0
16817082;0;0;0;0;1
16817228;0;0;0;1;0
16817277;0;0;0,29;0;0,71
16817336;0;0;0;0;1
16817349;0;0;0,25;0;0,75
16817352;0;0;0;1;0
16817431;0;0;0;0;1
16817440;0;0;0;0;1
16817490;0;0,5;0;0,5;0
16817566;0;0;0;0,77;0,23
16817819;0;0;0;0;1
16818724;0;0;1;0;0
16818799;0;0,08;0,31;0,62;0
16818912;0;0,12;0;0,88;0
16819754;0;0,11;0,02;0,87;0
16820565;0;0,13;0,03;0,84;0
16820599;0;0;0;1;0
16820703;0;0;0;1;0
16821101;0;0,06;0,05;0,89;0
16821236;0;0;1;0;0
16821313;0;0;0,56;0,44;0
16821760;0;0;1;0;0
16821795;0;0;1;0;0
16821814;0;1;0;0;0
16821844;0;0;0;1;0
16821923;0;0;1;0;0
16821932;0;0;0;1;0
16821967;0;0,06;0;0,94;0
16822184;0;0,38;0;0,62;0
16822555;0;0;0;1;0
16822813;0;0;0,4;0;0,6
16822828;0;0,05;0;0,85;0,1
16823067;0;0,54;0,15;0,31;0
16823328;0;0;0;1;0
16823568;0;0;0;1;0
16824132;0;0;0;0;1
16824175;0;0;0;1;0
16824197;0;0;0;1;0
16824467;0;0;0;1;0
16824642;0;0;0;0;1
16824814;0;0;0;0;1
16824851;0;0;0;0;1
16825078;0;0;0;0;1
16825401;0;0;0;0;1
16825753;0;0;0;1;0
16825982;0;0;0;1;0
16826324;0;0;0,2;0,8;0
16826327;0;0,13;0,13;0,73;0
16826377;0;0;0,5;0,5;0
16826424;0;0;0;1;0
16826500;0;0;0;0,5;0,5
16826501;0;0;0;1;0
16826533;0;0,15;0,06;0,79;0
16827094;0;0;0,25;0;0,75
16827110;0;0;0;1;0
16827307;0;0;0,25;0;0,75
16827999;0;0;1;0;0
16828437;0;0;1;0;0
16828746;0;0,11;0,17;0,72;0
16829123;0;0;0;1;0
16829159;0;0,38;0,27;0,35;0
16829290;0;0,25;0;0,75;0
16829337;0;0,5;0,5;0;0
16829449;0;0;1;0;0
16830000;0;0;0;1;0
16830235;0;0;0,25;0,25;0,5
16830682;0;0;1;0;0
16830880;0;0;0,06;0,76;0,18
16830973;0;0;0;0;1
16831192;0;0;0;1;0
16831215;0;0;0,33;0;0,67
16831329;0;0;0;1;0
16831431;0;0;0;0,17;0,83
16831702;0;0,2;0;0,27;0,53
16831745;0;0;0;0;1
16832120;0;0;0;1;0
16832411;0;0;0;1;0
16832468;0;0,14;0;0,86;0
16832687;0;0,27;0;0,73;0
16832781;0;0;0;1;0
16833167;0;0,14;0,57;0,29;0
16833325;0;0;0;1;0
16834082;0;0;0;1;0
16834360;0;0,17;0,33;0,5;0
16834545;0;0;1;0;0
16834847;0;0;0;1;0
16835438;0,5;0;0,5;0;0
16835500;0;0;0;1;0
16835665;0;0;1;0;0
16835735;0;0;0,16;0,84;0
16837245;0;0;0;1;0
16837511;0;0;0;1;0
16837902;0;0,5;0;0,5;0
16839350;0;0;0;1;0
16840790;0;0;0;0;1
16841227;0;0;0;0;1
16841607;0;0;0;1;0
16841667;0;0;0;1;0
16841775;0;0;0;1;0
16841896;0;0;0;1;0
16842009;0;0;0,33;0;0,67
16842148;0;0;1;0;0
16842431;0;0;0;0;1
16842435;0;0,02;0,09;0,82;0,07
16842489;0;0,01;0,98;0;0
16842593;0;1;0;0;0
16842712;0;0,12;0;0,88;0
16842768;0;0;0;0;1
16842983;0;0;0;1;0
16843073;0;0;0;1;0
16843241;0;0;0,44;0,56;0
16843258;0;0;1;0;0
16843444;0;0;0,25;0;0,75
16843630;0;0;0,43;0,14;0,43
16843679;0;0;0;1;0
16843884;0;0;0;0;1
16844306;0;0,13;0,01;0,86;0
16844448;0;0,25;0;0,75;0
16845086;0;0;0;1;0
16845407;0;0;0;0;1
16845408;0;0;0,27;0,09;0,64
16845605;0;0;1;0;0
16845750;0;0;0;0;1
16845934;0;0,05;0,55;0,4;0
16846156;0;0;0;0;1
16846565;0;0;0;0;1
16846867;0;0;0;0;1
16846987;0;0;0,33;0,67;0
16847078;0;0;0;0;1
16847093;0;0;0,2;0;0,8
16847132;0;0;0;0;1
16847318;0;0;0,11;0;0,89
16847424;0;0;0;0;1
16847493;0;0;0;0;1
16847535;0;0;0;0;1
16848352;0;0,5;0;0,5;0
16848477;0;0;0;0;1
16849078;0;0;0;1;0
16849199;0,5;0;0;0,5;0
16850466;0;0,08;0;0,1;0,82
16850569;0;1;0;0;0
16850973;0;0,08;0,01;0,91;0
16851121;0;0;0;1;0
16851352;0;0;0;1;0
16852575;0;0;0;0,75;0,25
16852928;0;0;1;0;0
16853034;0;0;1;0;0
16853181;0,5;0;0;0,5;0
16853285;0;0;0,25;0;0,75
16853331;0;0,06;0,01;0,93;0
16853757;0;0;0,36;0;0,64
16853797;0;0;0;0;1
16853951;0;0;1;0;0
16853990;0;0;0,38;0,25;0,38
16854150;0;0;0,57;0;0,43
16854181;0;0;1;0;0
16854303;0;0;1;0;0
16854334;0;0;0;0;1
16854427;0;0;0;1;0
16854451;0;0;0;0;1
16854826;0;0;0;0;1
16855083;0;0;0;1;0
16855754;0;0;0;0;1
16856117;0;0;0;1;0
16856213;0;0;0,33;0;0,67
16856394;0;0;0;1;0
16856672;0;0;1;0;0
16856753;0;0;1;0;0
16857240;0;0;0;0;1
16857517;0;0;0,56;0,44;0
16857523;0;0;0;1;0
16857660;0;0;0;1;0
16857840;0;0;0;1;0
16857844;0;1;0;0;0
16857878;0;0;0,5;0,5;0
16858155;0;0,25;0;0,75;0
16858211;0;0;0;1;0
16858286;0;0;0;1;0
16858307;0;0,09;0,09;0,82;0
16858360;0;0,5;0,5;0;0
16858378;0;0;0;1;0
16858383;0;0;1;0;0
16858464;0;0;0;1;0
16858723;0;0;0;1;0
16858755;0;0;1;0;0
16858904;0;0;0,22;0,78;0
16859007;0;0;1;0;0
16859031;0;0;0;1;0
16859366;0;0;0,25;0;0,75
16859617;0;0;0;1;0
16859674;0;0;1;0;0
16860005;0;0,2;0,8;0;0
16860110;0;0;0,3;0,7;0
16860324;0;0,11;0,22;0,67;0
16860491;0;0;0;1;0
16860754;0;0;0;1;0
16861217;0;1;0;0;0
16861434;0;0;1;0;0
16861660;0;0;0;1;0
16861857;0;0;1;0;0
16862135;0;0;0;0;1
16862360;0;0;0;0;1
16862496;0;0;0;1;0
16863170;0,5;0;0;0,5;0
16863681;0;0;0;0,5;0,5
16864857;0;1;0;0;0
16865555;0,5;0;0;0,5;0
16867144;0;0,2;0,05;0,75;0
16867291;0;0;0;1;0
16867478;0;0;0;1;0
16867559;0;0;0;1;0
16867646;0;0;0;1;0
16868475;0;0;0;1;0
16869128;0;0;0,67;0,33;0
16869257;0;0;0,25;0,75;0
16869508;0;0;0;1;0
16869827;0;0;1;0;0
16870069;0;0;0,25;0;0,75
16870094;0;0;0,3;0,7;0
16870168;0;0;0;1;0
16870247;0;0;0;0;1
16870684;0;0;0;0;1
16870861;0;0;0;0;1
16870946;0;0;0,17;0,5;0,33
16871046;0;1;0;0;0
16871053;0;0;0;1;0
16871123;0;0;0,25;0;0,75
16871318;0;0;0,5;0,5;0
16871461;0;0,2;0,2;0,2;0,4
16871841;0;0;0;1;0
16871879;0;0;0;0;1
16872205;0;0;0;1;0
16873033;0;0;0;1;0
16873336;0;0;0;1;0
16873956;0,5;0;0,5;0;0
16874144;0;0;0;1;0
16874408;0;0;0;1;0
16874464;0;0,18;0,08;0,29;0,45
16874485;0;0,17;0,17;0,67;0
16874677;0;0,6;0;0,4;0
16874981;0;0;1;0;0
16875471;0;0;1;0;0
16875671;0;1;0;0;0
16876597;0;0;0;1;0
16876662;0;0;0;0;1
16876884;0;0;0;0;1
16876966;0;0,6;0;0,2;0,2
16878361;0;0;0;0;1
16879494;0;0;0;0;1
16879515;0;0;1;0;0
16879576;0;0;0;0;1
16879853;0;0;0;1;0
16879924;0;0;0;1;0
16880631;0;0,67;0;0,33;0
16881071;0;1;0;0;0
16881160;0;0;0;0;1
16881161;0;0;0,29;0,36;0,36
16881234;0;0;0;0;1
16881264;0;0,5;0;0,5;0
16881606;0;0;1;0;0
16881705;0;0;0;1;0
16882141;0;0;0;0;1
16882180;0;0;0,09;0,64;0,27
16882371;0;1;0;0;0
16882392;0;0;0;0;1
16882472;0;0;0;1;0
16882557;0;1;0;0;0
16882786;0;0;0;0;1
16882919;0;0;0;1;0
16884522;0;0;0;1;0
16884859;0;0;0;0;1
16885476;0;1;0;0;0
16885727;0;0,24;0;0,76;0
16885875;0;0;1;0;0
16885960;0;0;0;0;1
16886531;0;0;0;1;0
16886552;0;0;0;1;0
16886608;0;0;0,12;0,88;0
16887306;0;0;0;1;0
16887670;0;0;0;1;0
16887673;0;0;1;0;0
16888722;0;0;1;0;0
16889350;0;0;0,5;0;0,5
16889417;0;0;0,2;0,8;0
16889492;0;0,17;0,1;0,72;0
16890013;0;0,5;0,4;0,1;0
16890259;0;0;0;1;0
16890474;0;0;0;1;0
16891853;0;0;0;1;0
16891977;0;0,4;0;0,6;0
16892123;0;0,15;0,01;0,84;0
16892487;0;0,08;0,01;0,91;0
16892991;0;0;0;1;0
16893041;0;0,11;0;0,89;0
16893267;0;0;0;1;0
16893482;0;0;0;0;1
16893483;0;0;0;1;0
16893729;0;0;0,38;0,04;0,58
16893735;0;1;0;0;0
16893837;0;0,5;0,5;0;0
16893938;0;0;0,33;0;0,67
16893954;0;1;0;0;0
16894003;0;0;0;1;0
16894038;0;1;0;0;0
16894113;0;0;1;0;0
16894141;0;0;0;1;0
16894173;0;0;0;0;1
16894201;0;0;0,5;0,25;0,25
16894322;0;0,35;0,06;0,53;0,06
16894370;0;0;0;1;0
16894507;0;0;1;0;0
16894541;0;0;0;0;1
16894582;0;0;1;0;0
16894617;0;0;0,62;0;0,38
16894652;0;0;0;1;0
16894702;0;0;0;0;1
16894714;0;0;0;0;1
16894779;0;0;0;0;1
16894951;0;0;0,6;0;0,4
16894962;0;0;0,33;0;0,67
16894974;0;0;0;0;1
16894975;0;0,4;0;0,47;0,13
16895066;0;0;0,17;0;0,83
16895114;0;0;0,25;0;0,75
16895446;0;0;0,18;0;0,82
16895590;0;0;0;0;1
16895750;0;0;0;0;1
16895878;0;1;0;0;0
16896106;0;0;0,33;0;0,67
16897081;0;0;1;0;0
16897849;0;0;0,12;0,88;0
16898335;0;0;0;0;1
16898559;0;0,5;0,5;0;0
16898837;0;0;0;0,5;0,5
16899142;0;0,14;0;0,86;0
16899271;0;0;0,33;0,67;0
16899368;0,5;0;0,5;0;0
16899384;0;0;1;0;0
16899510;0;0;0;1;0
16899551;0;0;0;1;0
16899906;0;0;0;1;0
16900023;0;0,15;0,04;0,81;0
16900095;0;0;0;1;0
16900178;0;0;1;0;0
16900190;0;0;1;0;0
16900366;0;0;0,25;0;0,75
16900979;0;0;0,5;0;0,5
16902299;0;0;0,5;0;0,5
16903039;0;0;0;0;1
16903166;0;0;0;1;0
16903400;0,5;0;0;0,5;0
16903512;0;1;0;0;0
16904373;0;0;0,14;0,86;0
16904588;0;0;0;0;1
16905216;0;0,25;0,17;0,25;0,33
16905344;0;0;0,33;0;0,67
16905742;0;0;0;0;1
16905776;0;0;1;0;0
16905836;0;0;0;0,26;0,74
16905882;0;0;1;0;0
16905902;0;0;0;0,75;0,25
16906108;0;0;0,25;0;0,75
16906109;0;0;0;0,38;0,62
16906368;0;0;0;1;0
16907114;0;0;0;0;1
16907194;0;0;0;0;1
16907298;0;0;0,75;0;0,25
16909011;0;0;1;0;0
16910759;0;0;0;1;0
16910934;0;0,5;0;0,5;0
16910946;0;0;0;0;1
16912185;0;0;0;1;0
16913525;0;0;0;1;0
16913846;0;0;0;0;1
16913875;0;0;0;1;0
16915062;0;0,5;0;0,5;0
16915271;0;0;1;0;0
16916516;0;0;0;1;0
16916771;0;0;0;1;0
16917374;0;0;0;1;0
16917694;0;0;0,4;0,2;0,4
16918138;0;0;0;1;0
16918504;0;0;1;0;0
16918845;0;1;0;0;0
16919199;0;0;0,71;0,14;0,14
16919817;0;0;1;0;0
16920673;0;1;0;0;0
16921151;0;0;0;0;1
16921815;0;0;0,25;0;0,75
16922170;0;0;0;0;1
16922269;0;0;0,33;0;0,67
16922675;0;1;0;0;0
16922872;0;0,8;0;0;0,2
16922873;0;0,25;0,25;0;0,5
16923667;0;0;0,25;0;0,75
16925316;0;0;0,5;0,5;0
16927316;0;0;0,75;0,25;0
16927743;0;0;0,4;0;0,6
16928130;0;1;0;0;0
16928131;0;0;0;1;0
16928261;0;0;0;1;0
16928445;0;0;0;0;1
16928539;0;0;0;0,88;0,12
16928550;0;0,25;0;0,5;0,25
16928597;0;0;0,33;0;0,67
16928619;0;0;0;0;1
16928670;0;1;0;0;0
16929220;0;1;0;0;0
16929385;0;0;0,05;0,92;0,03
16929672;0;0,22;0,56;0,22;0
16929736;0;0;1;0;0
16929781;0;0;0,1;0,2;0,7
16930063;0;0,07;0;0,93;0
16930533;0;0;0;1;0
16930652;0;0;0;0,5;0,5
16930688;0;0;0;1;0
16930849;0;0;0;1;0
16931056;0;0;0;1;0
16931293;0;0;0;0;1
16932008;0;0;0,29;0,29;0,43
16932792;0;0;0,25;0,25;0,5
16934087;0;0;0,5;0;0,5
16934141;0;0;0,33;0,33;0,33
16934152;0;0;0,33;0;0,67
16934455;0;0;0;1;0
16934562;0;0,5;0;0,5;0
16934782;0;0;0,22;0,11;0,67
16935169;0;0;0;0;1
16935590;0;0;0;0;1
16936214;0;0;0;1;0
16936706;0;0;1;0;0
16937289;0;1;0;0;0
16938131;0;0;0;1;0
16938469;0;0;1;0;0
16939753;0;0;0,33;0;0,67
16941595;0;0;0;0;1
16942132;0,5;0;0;0,5;0
16943406;0;0;0;1;0
16943438;0;0;0;1;0
16943507;0;0;0;0;1
16943545;0;0;0;1;0
16943611;0;0;0;1;0
16943904;0;0;0;1;0
16944152;0;0;0,5;0,5;0
16944667;0,5;0,5;0;0;0
16945180;0;0;0;0;1
16945361;0;0;0;1;0
16946014;0;0;0;0,8;0,2
16946098;0;1;0;0;0
16946102;0;0;0,25;0;0,75
16946176;0;0;1;0;0
16946361;0;0;0;0;1
16946459;0;0;1;0;0
16946475;0;0;0;0;1
16946552;0;0,11;0;0,47;0,42
16946559;0;0;0;0;1
16946627;0;0;0;1;0
16946645;0;0;0;1;0
16946701;0;0;0;0;1
16946811;0;0;0;0,5;0,5
16947101;0;0;0;0;1
16947111;0;0;0,33;0;0,67
16947123;0;0;0;1;0
16947226;0;0;0,33;0;0,67
16947266;0;0;0,25;0;0,75
16947295;0;1;0;0;0
16947332;0;0;0;0;1
16947393;0;0;0;1;0
16947395;0;0;0;0;1
16947453;0;0;0;0;1
16947540;0;0;0;0;1
16947630;0;0,5;0;0;0,5
16947634;0;0;0,11;0,22;0,67
16948139;0;0;0;1;0
16948160;0;0;0;0;1
16948264;0;0;1;0;0
16948271;0;0;0,2;0;0,8
16948360;0;0;0,11;0,61;0,28
16948426;0;0;0;0,8;0,2
16948435;0;0;0,25;0;0,75
16948487;0;1;0;0;0
16948840;0;0;0,25;0;0,75
16948978;0;0;0,5;0;0,5
16949084;0;0;0;0;1
16949257;0;0;0,25;0;0,75
16949361;0;0;0,4;0;0,6
16949422;0;0;0,33;0;0,67
16949674;0;0;0,25;0;0,75
16949973;0;0;0;0;1
16950312;0;0;0,33;0,17;0,5
16950412;0;0;0;0;1
16950579;0;0;0,25;0;0,75
16950584;0;0;0;0;1
16950802;0;0;0,25;0;0,75
16951019;0;0,17;0,17;0;0,67
16951442;0;0;0;0;1
16952908;0;0;1;0;0
16953508;0,5;0;0;0,5;0
